num_sections,dll_characteristics,max_section_entropy,num_dlls,dangerous_api_count,num_rwe_sections,characteristics,is_ep_in_unexpected_section,avg_section_entropy,num_imports,size_of_image,api_list,label
5,49472,7.906304002,8,3,0,258,0,6.094963136,149,1531904,GetTokenInformation RegDeleteValueA RegOpenKeyExA RegQueryInfoKeyA FreeSid OpenProcessToken RegSetValueExA RegCreateKeyExA LookupPrivilegeValueA AllocateAndInitializeSid RegQueryValueExA EqualSid RegCloseKey AdjustTokenPrivileges _lopen _llseek CompareStringA GetLastError GetFileAttributesA GetSystemDirectoryA LoadLibraryA DeleteFileA GlobalAlloc GlobalFree CloseHandle WritePrivateProfileStringA IsDBCSLeadByte GetWindowsDirectoryA SetFileAttributesA GetProcAddress GlobalLock LocalFree RemoveDirectoryA FreeLibrary _lclose CreateDirectoryA GetPrivateProfileIntA GetPrivateProfileStringA GlobalUnlock ReadFile SizeofResource WriteFile GetDriveTypeA lstrcmpA SetFileTime SetFilePointer FindResourceA CreateMutexA GetVolumeInformationA ExpandEnvironmentStringsA GetCurrentDirectoryA FreeResource GetVersion SetCurrentDirectoryA GetTempPathA LocalFileTimeToFileTime CreateFileA SetEvent TerminateThread GetVersionExA LockResource GetSystemInfo CreateThread ResetEvent LoadResource ExitProcess GetModuleHandleW CreateProcessA FormatMessageA GetTempFileNameA DosDateTimeToFileTime CreateEventA GetExitCodeProcess FindNextFileA LocalAlloc GetShortPathNameA MulDiv GetDiskFreeSpaceA EnumResourceLanguagesA GetTickCount GetSystemTimeAsFileTime GetCurrentThreadId GetCurrentProcessId QueryPerformanceCounter TerminateProcess SetUnhandledExceptionFilter UnhandledExceptionFilter GetStartupInfoW Sleep FindClose GetCurrentProcess FindFirstFileA WaitForSingleObject GetModuleFileNameA LoadLibraryExA GetDeviceCaps SetWindowLongA GetDlgItemTextA DialogBoxIndirectParamA ShowWindow MsgWaitForMultipleObjects SetWindowPos GetDC GetWindowRect DispatchMessageA GetDesktopWindow CharUpperA SetDlgItemTextA ExitWindowsEx MessageBeep EndDialog CharPrevA LoadStringA CharNextA EnableWindow ReleaseDC SetForegroundWindow PeekMessageA GetDlgItem SendMessageA SendDlgItemMessageA MessageBoxA SetWindowTextA GetWindowLongA CallWindowProcA GetSystemMetrics _controlfp ?terminate@@YAXXZ _acmdln _initterm __setusermatherr _except_handler4_common memcpy _ismbblead __p__fmode _cexit _exit exit __set_app_type __getmainargs _amsg_exit __p__commode _XcptFilter memcpy_s _vsnprintf memset GetFileVersionInfoA VerQueryValueA GetFileVersionInfoSizeA,1
8,352,6.641886312,8,7,0,8226,0,5.186783003,208,2781184,RegQueryValueExW RegCloseKey RegCreateKeyExW RegSetValueExW OpenProcessToken GetTokenInformation DuplicateTokenEx OpenThreadToken RevertToSelf ImpersonateLoggedOnUser CheckTokenMembership LookupPrivilegeValueW AdjustTokenPrivileges EventWrite EventRegister EventEnabled BCryptFinishHash BCryptGetProperty BCryptHashData BCryptOpenAlgorithmProvider BCryptDestroyHash BCryptCreateHash BCryptGenRandom BCryptCloseAlgorithmProvider TlsFree TlsSetValue TlsGetValue TlsAlloc InitializeCriticalSectionAndSpinCount EncodePointer RaiseException RtlPcToFileHeader InterlockedFlushSList CloseThreadpoolIo ExitProcess GetCurrentProcessId MultiByteToWideChar GetStdHandle GetTickCount64 GetCurrentProcessorNumber GetCurrentProcess GetCurrentThread WaitForSingleObject Sleep InitializeCriticalSection InitializeConditionVariable DeleteCriticalSection LocalFree EnterCriticalSection SleepConditionVariableCS LeaveCriticalSection WakeConditionVariable WaitForMultipleObjectsEx GetLastError SetLastError GetFullPathNameW GetLongPathNameW WideCharToMultiByte LocalAlloc GetConsoleOutputCP GetProcAddress RaiseFailFastException CreateThreadpoolIo StartThreadpoolIo CancelThreadpoolIo CopyFileExW CreateDirectoryW CreateFileW DeleteFileW DeviceIoControl ExpandEnvironmentStringsW FindClose FindFirstFileExW FlushFileBuffers FreeLibrary GetFileAttributesExW GetFileInformationByHandleEx GetFileType GetModuleFileNameW GetOverlappedResult GetSystemDirectoryW LoadLibraryExW ReadFile SetFileInformationByHandle SetThreadErrorMode CreateThread ResumeThread DuplicateHandle GetThreadPriority SetThreadPriority WriteFile CloseHandle SetEvent CreateEventExW GetEnvironmentVariableW FormatMessageW CreateProcessW VirtualAlloc VirtualFree VirtualProtect VirtualProtectEx EnumSystemFirmwareTables GetSystemFirmwareTable SetFilePointer GetThreadContext SetThreadContext WriteProcessMemory TerminateProcess LoadLibraryW GetModuleHandleW InitializeProcThreadAttributeList UpdateProcThreadAttribute DeleteProcThreadAttributeList FreeConsole AllocConsole OpenProcess GetTempPathW QueryFullProcessImageNameW GetCommandLineW ReadProcessMemory K32EnumProcessModulesEx IsWow64Process GetExitCodeProcess K32EnumProcesses K32GetModuleInformation K32GetModuleBaseNameW K32GetModuleFileNameExW GetProcessId FlushProcessWriteBuffers QueryPerformanceCounter QueryPerformanceFrequency GetCurrentThreadId WaitForSingleObjectEx RtlVirtualUnwind RtlCaptureContext RtlRestoreContext AddVectoredExceptionHandler FlsAlloc FlsGetValue FlsSetValue CreateEventW SwitchToThread SuspendThread FlushInstructionCache QueryInformationJobObject GetModuleHandleExW GetProcessAffinityMask InitializeContext GetEnabledXStateFeatures SetXStateFeaturesMask VirtualQuery InitializeCriticalSectionEx GetSystemTimeAsFileTime ResetEvent DebugBreak SleepEx GlobalMemoryStatusEx GetSystemInfo GetTickCount GetLogicalProcessorInformation GetLogicalProcessorInformationEx GetLargePageMinimum VirtualUnlock GetWriteWatch ResetWriteWatch VirtualAllocExNuma IsProcessInJob GetNumaHighestNodeNumber GetProcessGroupAffinity K32GetProcessMemoryInfo RtlUnwindEx IsProcessorFeaturePresent SetUnhandledExceptionFilter UnhandledExceptionFilter IsDebuggerPresent RtlLookupFunctionEntry InitializeSListHead SleepConditionVariableSRW WakeAllConditionVariable AcquireSRWLockExclusive ReleaseSRWLockExclusive CoGetApartmentType CoCreateGuid CoTaskMemFree CoWaitForMultipleHandles CoTaskMemAlloc CoInitializeEx CoUninitialize ceil sin calloc malloc free _callnewh wcsncmp strcpy_s _wcsicmp strcmp _configure_narrow_argv _initialize_narrow_environment _initterm_e _seh_filter_dll abort _initialize_onexit_table _initterm terminate _cexit _execute_onexit_table,1
5,33088,7.374384172,3,3,0,290,0,5.195108066,117,4034560,MultiByteToWideChar CloseHandle ExpandEnvironmentStringsW VirtualAlloc VirtualFree DeleteFileW RaiseException GetLastError WriteFile FlushFileBuffers UnmapViewOfFile CreateFileMappingW MapViewOfFile GetModuleHandleExW GetProcAddress FreeLibrary QueryPerformanceCounter CreateProcessW WaitForSingleObject GetExitCodeProcess QueryPerformanceFrequency GetACP GetCPInfo LCMapStringW LocalFree FindNextFileW GetSystemInfo SetFilePointerEx SetEndOfFile GetFileAttributesW SetFileAttributesW LoadLibraryExW GetEnvironmentVariableW GetModuleHandleW EncodePointer DecodePointer HeapAlloc GetProcessHeap HeapFree GetUserDefaultUILanguage GetModuleFileNameW EnterCriticalSection LeaveCriticalSection DeleteCriticalSection GetCurrentProcess ExitProcess TerminateProcess IsDebuggerPresent UnhandledExceptionFilter SetUnhandledExceptionFilter IsProcessorFeaturePresent ReadFile GetCurrentThreadId GetStdHandle GetFileType GetStartupInfoW InitializeCriticalSectionAndSpinCount TlsAlloc TlsGetValue TlsSetValue TlsFree GetSystemTimeAsFileTime CompareStringW GetLocaleInfoW IsValidLocale GetUserDefaultLCID EnumSystemLocalesW GetConsoleCP GetConsoleMode HeapReAlloc ReadConsoleW GetStringTypeW SetStdHandle IsValidCodePage GetOEMCP WriteConsoleW GetEnvironmentStringsW FreeEnvironmentStringsW SetEnvironmentVariableA SetEnvironmentVariableW HeapSize WaitForSingleObjectEx RtlUnwind SetEvent ResetEvent CreateEventW GetCurrentProcessId InitializeSListHead Sleep DeviceIoControl GetFileSizeEx MapViewOfFileEx LocalAlloc GetTimeZoneInformation GetFileSize CreateFileW FindClose GetShortPathNameW FindFirstFileW GetFullPathNameW SetLastError WideCharToMultiByte LoadResource FindResourceW GetCommandLineA GetCommandLineW GetDriveTypeW PeekNamedPipe SystemTimeToTzSpecificLocalTime FileTimeToSystemTime FindFirstFileExW GetCurrentDirectoryW UuidCreate EventActivityIdControl EventRegister EventUnregister EventWriteTransfer,1
3,34112,5.510483201,1,0,0,258,0,3.466280655,1,73728,_CorExeMain,1
3,34144,6.660857112,1,0,0,302,0,3.597440987,1,917504,_CorExeMain,1
6,49504,5.571297812,18,3,0,34,0,4.835476966,218,548864,URLDownloadToFileW K32GetProcessImageFileNameW OpenProcess CreateToolhelp32Snapshot MultiByteToWideChar GetTickCount64 Process32NextW K32GetModuleBaseNameW DeleteFileW Process32FirstW CloseHandle K32EnumProcesses GetWindowsDirectoryW GetProcAddress LocalFree SystemTimeToFileTime CreateProcessW GetModuleHandleW WideCharToMultiByte lstrcpyW GetTempFileNameW K32EnumProcessModules CreateFileW GetExitCodeProcess InterlockedPushEntrySList ReleaseSRWLockExclusive AcquireSRWLockExclusive WakeAllConditionVariable SleepConditionVariableSRW RtlCaptureContext RtlLookupFunctionEntry RtlVirtualUnwind UnhandledExceptionFilter SetUnhandledExceptionFilter TerminateProcess IsProcessorFeaturePresent GetStartupInfoW QueryPerformanceCounter GetCurrentProcessId GetCurrentThreadId GetSystemTimeAsFileTime InitializeSListHead WaitForSingleObject GetTempPathW GetEnvironmentVariableW K32GetModuleFileNameExW WriteFile GetLongPathNameW GetModuleFileNameW GetPackageFamilyName GetCurrentProcess GetProcessHeap DeleteCriticalSection HeapAlloc GetLastError Sleep InitializeCriticalSectionEx GetCommandLineW HeapFree OutputDebugStringW GetSystemTime IsDebuggerPresent LoadLibraryW FreeLibrary FormatMessageW SetForegroundWindow TranslateMessage DispatchMessageW RegisterClassExW SendMessageW CreateWindowExW DefWindowProcW GetMessageW FindWindowW SendInput GetCursorPos SystemParametersInfoW CharUpperBuffW GetLastInputInfo DestroyWindow GetSystemMetrics ShowWindow SetLayeredWindowAttributes CryptAcquireContextW RegOpenKeyA RegCreateKeyExW SetNamedSecurityInfoW GetNamedSecurityInfoW CryptCreateHash CryptHashData RegSetValueExW CryptDestroyHash OpenProcessToken RegOpenKeyExW RegGetValueW ConvertSidToStringSidW RegDeleteValueW CryptGetHashParam CryptReleaseContext GetTokenInformation RegSetKeyValueW RegDeleteKeyW RegDeleteKeyValueW RegCloseKey RegCreateKeyW RegQueryValueExW ShellExecuteW SHChangeNotify ShellExecuteExW CommandLineToArgvW CoAllowSetForegroundWindow CoInitializeEx CLSIDFromString CoRegisterClassObject CoCreateFreeThreadedMarshaler CoCreateInstance SysAllocString SysFreeString SetErrorInfo GetErrorInfo SysStringLen _Xtime_get_ticks ?_Getcoll@_Locinfo@std@@QEBA?AU_Collvec@@XZ ??1_Locinfo@std@@QEAA@XZ ??0_Locinfo@std@@QEAA@PEBD@Z ??Bid@locale@std@@QEAA_KXZ ?_Throw_Cpp_error@std@@YAXH@Z ?_Xinvalid_argument@std@@YAXPEBD@Z ?_Xout_of_range@std@@YAXPEBD@Z ?_Xlength_error@std@@YAXPEBD@Z _Cnd_do_broadcast_at_thread_exit _Thrd_id _Thrd_join ?_Xbad_function_call@std@@YAXXZ _Wcscoll ??1_Lockit@std@@QEAA@XZ ??0_Lockit@std@@QEAA@H@Z ?_Getgloballocale@locale@std@@CAPEAV_Locimp@12@XZ ?_Init@locale@std@@CAPEAV_Locimp@12@_N@Z ?_Xbad_alloc@std@@YAXXZ ?id@?$ctype@_W@std@@2V0locale@2@A ?_Xregex_error@std@@YAXW4error_type@regex_constants@1@@Z ?id@?$collate@_W@std@@2V0locale@2@A _Mtx_destroy_in_situ _Wcsxfrm _Mtx_lock _Mtx_init_in_situ ?_Incref@facet@locale@std@@UEAAXXZ _Mtx_unlock ?c_str@?$_Yarn@D@std@@QEBAPEBDXZ ?_Getcat@?$ctype@_W@std@@SA_KPEAPEBVfacet@locale@2@PEBV42@@Z ?tolower@?$ctype@_W@std@@QEBAPEB_WPEA_WPEB_W@Z ?tolower@?$ctype@_W@std@@QEBA_W_W@Z ?is@?$ctype@_W@std@@QEBA_NF_W@Z ??1facet@locale@std@@MEAA@XZ ??0facet@locale@std@@IEAA@_K@Z ?_Decref@facet@locale@std@@UEAAPEAV_Facet_base@3@XZ __CxxFrameHandler4 _CxxThrowException __current_exception_context __current_exception memset memmove strchr wcsstr _purecall __std_exception_copy __std_exception_destroy __C_specific_handler memcmp memcpy _initterm _initterm_e _exit _c_exit _register_thread_local_exe_atexit_callback _get_narrow_winmain_command_line _set_app_type exit abort _seh_filter_exe _configure_narrow_argv _cexit _beginthreadex _initialize_narrow_environment _crt_atexit _invalid_parameter_noinfo terminate _register_onexit_function _errno _initialize_onexit_table _invalid_parameter_noinfo_noreturn wcstol _itow_s wcstoul iswspace wcscat_s _wcsicmp wcsncpy_s strncpy_s _wcslwr_s wcscpy_s wcsncmp _set_new_mode malloc _callnewh free realloc _set_fmode __stdio_common_vswprintf_s __stdio_common_vswprintf __p__commode _localtime64_s _time64 ceilf __setusermatherr log2 _configthreadlocale,1
7,33120,6.977158991,11,7,0,34,0,5.061149926,424,60321792,SymGetModuleBase64 SymFunctionTableAccess64 StackWalk64 SymGetSearchPathW SymSetSearchPathW SymSetOptions SymCleanup UnDecorateSymbolName MiniDumpWriteDump SymGetOptions SymFromAddr SymInitialize SymGetLineFromAddr64 WSASocketA getservbyname getservbyport gethostbyaddr inet_ntoa inet_addr WSACleanup htonl closesocket getsockopt socket WSAStartup WSASetLastError ntohs ntohl gethostname gethostbyname accept sendto recvfrom send recv FreeAddrInfoW GetAddrInfoW GetNameInfoW select WSASocketW WSASend WSAGetOverlappedResult WSADuplicateSocketW shutdown listen htons WSASendTo WSARecvFrom WSARecv setsockopt getsockname getpeername ioctlsocket connect bind WSAGetLastError WSAIoctl CertEnumCertificatesInStore CertGetEnhancedKeyUsage CertOpenStore CertFindCertificateInStore CertFreeCertificateContext CertOpenSystemStoreW CertGetCertificateContextProperty CertCloseStore CertDuplicateCertificateContext SystemFunction036 RegGetValueW RegNotifyChangeKeyValue RegOpenKeyExA RegQueryValueExA EventWriteTransfer EventSetInformation EventUnregister EventRegister ReportEventW RegisterEventSourceW DeregisterEventSource CryptEnumProvidersW CryptSignHashW CryptDestroyHash CryptCreateHash CryptDecrypt CryptExportKey CryptGetUserKey CryptGetProvParam CryptSetHashParam CryptDestroyKey CryptGenRandom CryptReleaseContext CryptAcquireContextW SetSecurityInfo GetSecurityInfo SetEntriesInAclA FreeSid AllocateAndInitializeSid RegEnumKeyExA RegEnumKeyExW RegQueryInfoKeyW RegOpenKeyExW RegCloseKey OpenProcessToken GetUserNameW RegQueryValueExW GetMessageA GetSystemMetrics GetUserObjectInformationW TranslateMessage MessageBoxW CharUpperA GetProcessWindowStation MapVirtualKeyW DispatchMessageA CoTaskMemFree GetBestRoute2 CancelMibChangeNotify2 NotifyIpInterfaceChange if_nametoindex ConvertInterfaceIndexToLuid GetAdaptersAddresses ConvertInterfaceLuidToNameW if_indextoname SHGetKnownFolderPath GetUserProfileDirectoryW GetStringTypeW RtlCaptureContext RtlLookupFunctionEntry UnhandledExceptionFilter IsProcessorFeaturePresent InitializeSListHead InterlockedPushEntrySList RtlUnwindEx RtlPcToFileHeader InitializeCriticalSectionAndSpinCount ExitProcess GetModuleHandleExW SetStdHandle ExitThread FreeLibraryAndExitThread GetConsoleOutputCP GetDriveTypeW GetCommandLineA GetCommandLineW FlsAlloc FlsGetValue FlsSetValue FlsFree CompareStringW LCMapStringW GetLocaleInfoW IsValidLocale GetUserDefaultLCID EnumSystemLocalesW GetCPInfo CompareStringEx LCMapStringEx HeapQueryInformation IsValidCodePage GetOEMCP SetInformationJobObject DecodePointer EncodePointer InitializeCriticalSectionEx InitOnceComplete VerSetConditionMask VerifyVersionInfoW GetEnvironmentVariableA WideCharToMultiByte GetEnvironmentVariableW GetLastError GetLocalTime SetConsoleCtrlHandler LoadResource LockResource SizeofResource FindResourceA CloseHandle WaitForSingleObject CreateRemoteThread OpenProcess OpenFileMappingW MapViewOfFile UnmapViewOfFile MultiByteToWideChar GetACP GetFileType AddVectoredExceptionHandler RemoveVectoredExceptionHandler RtlCaptureStackBackTrace GetStdHandle GetCurrentProcess GetCurrentProcessId VirtualQuery GetModuleFileNameW WriteConsoleW K32EnumProcessModules LocalFree FormatMessageA InitOnceExecuteOnce CreateEventA GetModuleHandleA GetProcAddress LoadLibraryExA GetEnvironmentStringsW FreeEnvironmentStringsW SetEnvironmentVariableW SetCurrentDirectoryW GetCurrentDirectoryW GetTempPathW SetLastError QueryPerformanceCounter QueryPerformanceFrequency InitializeCriticalSection EnterCriticalSection LeaveCriticalSection Sleep GetProcessTimes GetCurrentThread SetThreadPriority GetThreadPriority SetPriorityClass GetPriorityClass GetThreadTimes GlobalMemoryStatusEx GetSystemInfo GetSystemTimeAsFileTime GetTickCount64 GetSystemTimePreciseAsFileTime GetProcessAffinityMask GetProcessIoCounters FileTimeToSystemTime GetConsoleTitleW SetConsoleTitleW K32GetProcessMemoryInfo SetHandleInformation CreateIoCompletionPort SetFileCompletionNotificationModes CreateFileA CreateFileW DuplicateHandle PostQueuedCompletionStatus SetEvent ResetEvent QueueUserWorkItem RegisterWaitForSingleObject UnregisterWait GetConsoleMode SetConsoleMode GetNumberOfConsoleInputEvents ReadConsoleInputW ReadConsoleW FillConsoleOutputCharacterW FillConsoleOutputAttribute GetConsoleCursorInfo SetConsoleCursorInfo GetConsoleScreenBufferInfo SetConsoleCursorPosition SetConsoleTextAttribute WriteConsoleInputW CancelIoEx CancelIo SwitchToThread GetStartupInfoW NeedCurrentDirectoryForExePathW CreateDirectoryW GetFileAttributesW GetShortPathNameW SetFileInformationByHandle TerminateProcess GetExitCodeProcess ResumeThread CreateProcessW GetProcessId UnregisterWaitEx CreateJobObjectW AssignProcessToJobObject RtlUnwind CompareStringOrdinal K32GetModuleBaseNameW InitializeSRWLock ReleaseSRWLockExclusive ReleaseSRWLockShared AcquireSRWLockExclusive AcquireSRWLockShared TryAcquireSRWLockExclusive TryAcquireSRWLockShared TryEnterCriticalSection DeleteCriticalSection InitializeConditionVariable WakeConditionVariable WakeAllConditionVariable SleepConditionVariableCS ReleaseSemaphore GetExitCodeThread TlsAlloc TlsGetValue TlsSetValue TlsFree GetCurrentProcessorNumber GetNativeSystemInfo SetThreadAffinityMask CreateSemaphoreA FlushFileBuffers ReadFile WriteFile ConnectNamedPipe SetNamedPipeHandleState PeekNamedPipe CreateNamedPipeW WaitNamedPipeW GetOverlappedResult CancelSynchronousIo CreateNamedPipeA GetNamedPipeHandleStateA GetNamedPipeClientProcessId GetNamedPipeServerProcessId GetLongPathNameW ReadDirectoryChangesW GetFileInformationByHandleEx FindClose FindFirstFileW FindNextFileW GetDiskFreeSpaceW GetFileInformationByHandle GetFileSizeEx GetFinalPathNameByHandleW GetFullPathNameW RemoveDirectoryW SetFilePointerEx SetFileTime DeviceIoControl FlushViewOfFile CreateFileMappingA ReOpenFile CopyFileW MoveFileExW CreateHardLinkW CreateSymbolicLinkW DebugBreak FreeLibrary LoadLibraryExW SetErrorMode GetQueuedCompletionStatusEx GetCurrentThreadId ReadConsoleA GetSystemTime SystemTimeToFileTime VirtualAlloc VirtualProtect VirtualFree VirtualLock GetModuleHandleW LoadLibraryA LoadLibraryW GetSystemDirectoryA SwitchToFiber DeleteFiber CreateFiberEx ConvertFiberToThread ConvertThreadToFiberEx RtlVirtualUnwind RtlAddFunctionTable RtlDeleteFunctionTable IsDebuggerPresent OutputDebugStringA SuspendThread GetThreadContext GetLocaleInfoEx GetNumberFormatEx GetCurrencyFormatEx ResolveLocaleName SystemTimeToTzSpecificLocalTime GetTimeZoneInformation GetTimeFormatEx GetDateFormatEx CreateThread ExpandEnvironmentStringsA GetTickCount CreateFileMappingW GetProcessHeap GetFileSize LockFileEx UnlockFile HeapDestroy HeapCompact HeapAlloc HeapReAlloc DeleteFileW DeleteFileA WaitForSingleObjectEx OutputDebugStringW GetFileAttributesExW GetFileAttributesA GetDiskFreeSpaceA FormatMessageW GetTempPathA HeapSize HeapValidate CreateMutexW UnlockFileEx SetEndOfFile GetFullPathNameA SetFilePointer LockFile HeapFree HeapCreate AreFileApisANSI RaiseException SleepConditionVariableSRW GetDynamicTimeZoneInformation GetGeoInfoW GetUserGeoID LocaleNameToLCID LCIDToLocaleName GetTempFileNameA SetWaitableTimer CreateWaitableTimerExW MapViewOfFileEx QueryThreadCycleTime SetUnhandledExceptionFilter FindFirstFileExW SetFileAttributesW InitOnceBeginInitialize timeGetTime,1
5,0,1.442997124,2,0,0,8462,0,0.554708869,13,5267456,CloseHandle WriteFile CreateFileA SizeofResource LockResource LoadResource FindResourceA CreateProcessA free _initterm malloc _adjust_fdiv sprintf,1
5,0,4.336351094,2,0,0,8462,0,1.3199354,13,5267456,CloseHandle WriteFile CreateFileA SizeofResource LockResource LoadResource FindResourceA CreateProcessA free _initterm malloc _adjust_fdiv sprintf,1
10,33056,7.969924282,11,0,0,35,1,1.581385443,10,30248960,GetComputerNameW GetClipboardData SetBrushOrgEx CryptHashData SHGetFolderPathW CoInitializeEx SysAllocString HttpQueryInfoA CryptStringToBinaryA BCryptHashData,1
5,0,4.259683789,2,0,0,8462,0,1.304504283,13,5267456,CloseHandle WriteFile CreateFileA SizeofResource LockResource LoadResource FindResourceA CreateProcessA free _initterm malloc _adjust_fdiv sprintf,1
